#{"t_start": 1663617364.130402, "env_id": null}
r,l,t
0.58639,6,212.164991
-0.270402,6,212.168116
-1.221893,6,216.37699
0.510201,6,216.380231
-0.133541,6,216.383824
0.350522,6,216.38728
-0.883741,6,216.390486
0.497997,6,220.60612
0.203176,6,220.609378
-0.404954,6,220.612536
0.143109,6,220.615675
0.499105,6,220.618801
0.684065,6,224.824936
0.278816,6,224.828189
0.384291,6,224.831786
0.61608,6,224.835174
-0.672431,6,224.838353
0.52598,6,229.058516
-0.402976,6,229.061759
0.511579,6,229.065245
-0.569611,6,229.068718
-0.973646,6,229.071914
0.620621,6,233.323161
-0.710867,6,233.326444
0.401203,6,233.329707
-3.109419,6,233.332871
-2.063304,6,233.336041
-0.065902,6,237.589236
-2.620093,6,237.592481
-0.921799,6,237.596189
-0.52416,6,237.599575
0.451438,6,237.602779
-0.199533,6,241.856474
-1.656696,6,241.859741
0.433896,6,241.863418
-0.244032,6,241.866845
0.451381,6,241.870053
0.658195,6,246.087596
0.11228,6,246.090838
-2.936299,6,246.094413
-2.750411,6,246.097829
0.495402,6,246.101007
0.104523,6,250.332862
0.195737,6,250.336177
0.344087,6,250.339824
-0.962425,6,250.343234
-1.623342,6,250.346419
-0.07348,6,254.584395
-0.057126,6,254.587644
-1.061289,6,254.590818
-0.291349,6,254.593964
-1.078808,6,254.597103
-0.58902,6,258.815489
-0.165969,6,258.818772
0.593369,6,258.822372
0.518463,6,258.825766
0.273205,6,258.828944
0.046655,6,263.076918
0.636286,6,263.080199
-0.111051,6,263.083832
-2.792747,6,263.087241
0.622227,6,263.090442
-2.194067,6,267.299254
-1.348276,6,267.302494
-0.371098,6,267.305667
0.479253,6,267.308818
0.456454,6,267.311967
0.211196,6,271.545915
-1.276532,6,271.54919
0.462874,6,271.552367
-0.179088,6,271.555528
-0.219603,6,271.558671
-0.150791,6,275.779185
-1.489225,6,275.782434
-1.24665,6,275.785939
-1.861514,6,275.789405
0.552189,6,275.792589
-0.711102,6,279.992018
-0.260499,6,279.995263
-0.528417,6,279.998914
0.483165,6,280.002283
-1.327268,6,280.005464
0.523886,6,284.203431
-1.299225,6,284.206697
-2.192921,6,284.209871
0.485966,6,284.213033
-0.452384,6,284.216171
-1.603406,6,288.4313
0.540781,6,288.434543
-2.179643,6,288.437715
0.389204,6,288.440854
-2.720276,6,288.443982
0.33088,6,292.656872
0.529792,6,292.660139
0.272274,6,292.663325
-1.049217,6,292.847975
0.252769,6,292.901652
-0.137182,6,297.134631
-0.82047,6,297.137888
0.362066,6,297.141554
-0.033326,6,297.144946
-1.100203,6,297.14814
-1.278322,6,301.344546
0.247113,6,301.347791
-0.638115,6,301.351443
0.250273,6,301.354819
-1.00265,6,301.358004
0.107342,6,305.581316
0.337346,6,305.584544
0.373096,6,305.587704
-3.074447,6,305.590839
-0.004728,6,305.593963
0.461675,6,309.833831
-0.730258,6,309.837051
-0.367211,6,309.840682
0.518687,6,309.844054
-0.823208,6,309.847226
-1.913525,6,314.048122
-0.394781,6,314.051372
-0.10227,6,314.054898
0.132138,6,314.05838
-0.716718,6,314.061565
-2.320267,6,318.292527
-0.005907,6,318.295769
0.105453,6,318.298936
-0.537653,6,318.302078
-0.151711,6,318.305213
-0.400792,6,322.540299
0.242902,6,322.543562
0.52302,6,322.547152
-0.03667,6,322.550539
0.282782,6,322.553743
-2.297274,6,326.763866
0.098941,6,326.767128
-0.311659,6,326.770312
-2.73446,6,326.773476
0.606249,6,326.776636
0.1607,6,331.088438
-0.159263,6,331.092241
0.507277,6,331.095436
-1.501843,6,331.098586
-0.824161,6,331.101727
-3.017285,6,335.378755
-3.176049,6,335.382009
-0.130216,6,335.385621
0.410755,6,335.388992
-0.519732,6,335.392164
-0.228175,6,339.614116
-0.20206,6,339.617337
0.432911,6,339.620492
-0.180973,6,339.623632
-0.472877,6,339.626813
0.605858,6,343.916295
-1.534581,6,343.919548
-3.322222,6,343.922717
0.337132,6,343.925871
-0.550453,6,343.929011
-0.467578,6,348.144797
-1.259989,6,348.148052
-0.007838,6,348.151231
0.229006,6,348.154389
0.627557,6,348.157528
-0.313507,6,352.396116
-2.870761,6,352.399368
-0.368119,6,352.402534
0.382588,6,352.405679
0.195074,6,352.408819
-0.374769,6,356.642364
-0.321753,6,356.645645
0.021604,6,356.649327
0.115477,6,356.652672
-0.129155,6,356.65589
0.127156,6,360.915755
0.148036,6,360.919003
-0.295979,6,360.922174
0.697045,6,360.925323
0.579314,6,360.928459
0.474923,6,365.151993
0.535504,6,365.155228
-1.881285,6,365.158386
-1.466479,6,365.16153
0.526815,6,365.164658
0.259763,6,369.479733
0.652407,6,369.483277
-0.927731,6,369.486464
0.113266,6,369.489609
-0.486122,6,369.492743
-2.032306,6,380.964811
-0.361236,6,380.968094
-0.552728,6,380.97127
0.09808,6,380.97444
-0.361125,6,380.977587
0.312376,6,385.675797
0.075015,6,385.679907
0.441677,6,385.683113
-2.864291,6,385.686266
-0.16989,6,385.689394
-2.644677,6,390.305057
0.564935,6,390.308438
-0.55239,6,390.311801
-1.517114,6,390.315484
0.556895,6,390.318832
-3.168693,6,394.919196
0.31744,6,394.924002
0.182873,6,394.9272
-2.428521,6,394.930376
-0.485009,6,394.933519
0.310207,6,399.190488
0.262398,6,399.193724
-0.567658,6,399.197309
-0.544599,6,399.200701
-0.111704,6,399.203878
0.318952,6,403.444591
0.412346,6,403.447837
-0.790951,6,403.451491
-1.807363,6,403.454863
-0.248458,6,403.458024
0.639449,6,407.675487
-2.969566,6,407.678733
-1.44329,6,407.681879
-0.035391,6,407.685007
0.43604,6,407.688122
-0.097333,6,411.927956
-0.081293,6,411.931209
-0.347688,6,411.934392
-0.558857,6,411.937579
-0.040063,6,411.940729
0.45953,6,416.177956
-0.304979,6,416.181181
0.393422,6,416.184615
0.659642,6,416.188181
-1.995046,6,416.191368
0.216363,6,420.438729
0.192502,6,420.441967
-0.064892,6,420.445611
0.061016,6,420.448992
0.157046,6,420.45224
-1.073428,6,424.692985
-0.060669,6,424.696248
-0.20981,6,424.699922
0.021613,6,424.7033
-0.531743,6,424.706477
-0.11415,6,428.936197
0.603689,6,428.939451
0.296733,6,428.942629
-0.874877,6,428.945782
-0.569874,6,428.948933
0.565098,6,433.16468
-2.653615,6,433.167939
-0.465813,6,433.17113
0.622101,6,433.174276
0.197114,6,433.177412
